103.131.71.47 - - [20/Nov/2024:00:13:54 +0000] "GET /robots.txt HTTP/1.1" 301 525 "-" "Mozilla/5.0 (compatible; coccocbot-image/1.0; +http://help.coccoc.com/searchengine)"
103.131.71.47 - - [20/Nov/2024:00:13:57 +0000] "GET /robots.txt HTTP/1.1" 200 4528 "-" "Mozilla/5.0 (compatible; coccocbot-image/1.0; +http://help.coccoc.com/searchengine)"
103.131.71.19 - - [20/Nov/2024:00:14:04 +0000] "GET /images/cid-mismatch-err.png HTTP/1.1" 304 4343 "-" "Mozilla/5.0 (compatible; coccocbot-image/1.0; +http://help.coccoc.com/searchengine)"
72.14.201.233 - - [20/Nov/2024:00:19:34 +0000] "GET /tutorials/saving-recovered-data/thin-provisioned-disks-and-sparse-files-at-vmfs-datastores HTTP/2.0" 200 4118 "https://www.google.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36"
74.125.212.142 - - [20/Nov/2024:00:19:34 +0000] "GET /.well-known/traffic-advice HTTP/1.1" 404 5635 "-" "Chrome Privacy Preserving Prefetch Proxy"
66.249.70.169 - - [20/Nov/2024:00:19:47 +0000] "GET /images/vmfs_recovery_mount2.png HTTP/1.1" 301 604 "-" "Googlebot-Image/1.0"
66.249.70.170 - - [20/Nov/2024:00:19:48 +0000] "GET /images/vmfs_recovery_mount2.png HTTP/1.1" 200 19765 "-" "Googlebot-Image/1.0"
121.229.156.27 - - [20/Nov/2024:00:21:20 +0000] "GET / HTTP/1.1" 301 517 "-" "Sogou web spider/4.0(+http://www.sogou.com/docs/help/webmasters.htm#07)"
121.229.156.27 - - [20/Nov/2024:00:21:21 +0000] "GET / HTTP/1.1" 200 33691 "-" "Sogou web spider/4.0(+http://www.sogou.com/docs/help/webmasters.htm#07)"
66.249.70.170 - - [20/Nov/2024:00:25:02 +0000] "GET /tutorials/how-to-connect-to-esx-server-using-ssh-sftp HTTP/1.1" 200 9239 "-" "Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.6778.69 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
172.232.193.40 - - [20/Nov/2024:00:25:41 +0000] "GET /articles/vmfs-metadata-files HTTP/2.0" 200 3483 "https://www.google.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:132.0) Gecko/20100101 Firefox/132.0"
172.232.193.40 - - [20/Nov/2024:00:25:41 +0000] "GET /css/stylesheet.css HTTP/2.0" 200 3769 "https://vmfsrecover.com/articles/vmfs-metadata-files" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:132.0) Gecko/20100101 Firefox/132.0"
172.232.193.40 - - [20/Nov/2024:00:25:41 +0000] "GET /js/iepngfix_tilebg.js HTTP/2.0" 200 1869 "https://vmfsrecover.com/articles/vmfs-metadata-files" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:132.0) Gecko/20100101 Firefox/132.0"
172.232.193.40 - - [20/Nov/2024:00:25:42 +0000] "GET /img/menu_top.png HTTP/2.0" 200 17940 "https://vmfsrecover.com/css/stylesheet.css" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:132.0) Gecko/20100101 Firefox/132.0"
172.232.193.40 - - [20/Nov/2024:00:25:42 +0000] "GET /img/footer.png HTTP/2.0" 200 568 "https://vmfsrecover.com/css/stylesheet.css" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:132.0) Gecko/20100101 Firefox/132.0"
172.232.193.40 - - [20/Nov/2024:00:25:43 +0000] "GET /articles/vmfs-metadata-files?redirected=true HTTP/2.0" 200 3058 "https://vmfsrecover.com/articles/vmfs-metadata-files" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:132.0) Gecko/20100101 Firefox/132.0"
172.232.193.40 - - [20/Nov/2024:00:25:43 +0000] "GET /favicon.ico HTTP/2.0" 200 1501 "https://vmfsrecover.com/articles/vmfs-metadata-files?redirected=true" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:132.0) Gecko/20100101 Firefox/132.0"
172.232.193.40 - - [20/Nov/2024:00:27:12 +0000] "GET /img/menu_top_lih.png HTTP/2.0" 200 514 "https://vmfsrecover.com/css/stylesheet.css" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:132.0) Gecko/20100101 Firefox/132.0"
172.232.193.40 - - [20/Nov/2024:00:27:12 +0000] "GET /img/menu_top_bg_hover.png HTTP/2.0" 200 620 "https://vmfsrecover.com/css/stylesheet.css" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:132.0) Gecko/20100101 Firefox/132.0"
66.249.70.169 - - [20/Nov/2024:00:28:34 +0000] "GET /articles/recovering-data-from-on-line-vmware-esx-and-vsphere-servers HTTP/1.1" 200 7955 "-" "Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.6778.69 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
111.225.149.103 - - [20/Nov/2024:00:29:32 +0000] "GET /robots.txt HTTP/1.1" 200 4105 "-" "Mozilla/5.0 (Linux; Android 5.0) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; Bytespider; https://zhanzhang.toutiao.com/)"
110.249.201.174 - - [20/Nov/2024:00:33:33 +0000] "GET /robots.txt HTTP/1.1" 200 4105 "-" "Mozilla/5.0 (Linux; Android 5.0) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; Bytespider; https://zhanzhang.toutiao.com/)"
46.164.78.75 - - [20/Nov/2024:00:40:52 +0000] "GET /articles/vmfs-recovery-basics-methodology-and-possible-approaches HTTP/2.0" 200 3974 "https://www.google.com/" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Mobile Safari/537.36"
46.164.78.75 - - [20/Nov/2024:00:40:52 +0000] "GET /css/stylesheet.css HTTP/2.0" 200 3769 "https://vmfsrecover.com/articles/vmfs-recovery-basics-methodology-and-possible-approaches" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Mobile Safari/537.36"
46.164.78.75 - - [20/Nov/2024:00:40:52 +0000] "GET /js/iepngfix_tilebg.js HTTP/2.0" 200 1869 "https://vmfsrecover.com/articles/vmfs-recovery-basics-methodology-and-possible-approaches" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Mobile Safari/537.36"
46.164.78.75 - - [20/Nov/2024:00:40:53 +0000] "GET /articles/vmfs-recovery-basics-methodology-and-possible-approaches?redirected=true HTTP/2.0" 200 3549 "https://vmfsrecover.com/articles/vmfs-recovery-basics-methodology-and-possible-approaches" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Mobile Safari/537.36"
46.164.78.75 - - [20/Nov/2024:00:40:54 +0000] "GET /favicon.ico HTTP/2.0" 200 1524 "https://vmfsrecover.com/articles/vmfs-recovery-basics-methodology-and-possible-approaches" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Mobile Safari/537.36"
66.249.70.170 - - [20/Nov/2024:00:41:32 +0000] "GET /articles/vmfs-recovery-basics-methodology-and-possible-approaches HTTP/1.1" 200 8064 "-" "Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.84 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
66.249.70.169 - - [20/Nov/2024:00:41:43 +0000] "GET /articles/vmfs-recovery-basics-methodology-and-possible-approaches HTTP/1.1" 200 8064 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
66.249.70.170 - - [20/Nov/2024:00:45:31 +0000] "GET /articles/2013/11/05/vmware-information-recovery HTTP/1.1" 301 636 "-" "Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.6778.69 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
66.249.70.171 - - [20/Nov/2024:00:45:32 +0000] "GET /articles/2013/11/05/vmware-information-recovery HTTP/1.1" 200 7853 "-" "Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.6778.69 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
66.249.70.170 - - [20/Nov/2024:00:46:35 +0000] "GET /tutorials/opening-a-disk HTTP/1.1" 200 7529 "-" "Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.6778.69 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
